common_name,sci_name,sci_name_cite,distribution,distribution_cite,tree_rad_low,tree_rad_low_cite,tree_rad_high,tree_rad_high_cite,density,density_cite,janka_hardness,janka_hardness_cite,rupture_modulus,rupture_modulus_cite,elastic_modulus,elastic_modulus_cite,crushing_strength,crushing_strength_cite,shrink_rad,shrink_rad_cite,shrink_tan,shrink_tan_cite,shrink_volumetric,shrink_volumetric_cite,rot_resistance,rot_resistance_cite,workability,workability_cite,common_uses,common_uses_cite,primary_sources,primary_sources_cite,archaeological_sources,archaeological_sources_cite,shapefile,shapefile_cite,secondary_sources,secondary_sources_cite,notes,notes_cite,tree_height_low,tree_height_low_cite,tree_height_high,tree_height_high_cite,image,image_cite
" verawood, argentine lignum vitae"," bulnesia arborea, bulnesia sarmientoi",1,central america and northern south america,1,0.3,1,0.6,1,1190,1,16520,1,177.4,1,15.67,1,74.7,1,6,1,8,1,13,1,verawood is reported to be very durable for outdoor use and is said to last almost indefinitely in direct ground contact; verawood is also resistant to insect attack.,1,"verawood has a tendency to skip over-top jointer cutters on account of its extremely high density, and very light passes are recommended. verawood will also dull cutters, and overall it's considered quite difficult to work. also, due to its high oil content and hardness, it is very difficult to get a strong and reliable glue joint. however, verawood is an exceptional wood for turning on the lathe, and finishes well.",1," tool handles, mallet heads, bearings, bushings, boatbuilding, pulley wheels, heavy construction (in areas where the tree grows locally), and turned objects.",1,,,,,,,,,,,12,1,15,1,,
"bastogne walnut, paradox",juglans x paradox (j. hindsii x j. regia),1,california,1,1,1,1.5,1,745,1,5560,1,0,1,0,1,0,1,0,1,0,1,0,1,,1,,1,,1,,,,,,,,,,,15,1,30,1,,
black walnut,juglans nigra,1,eastern united states,1,0.6,1,1,1,610,1,4490,1,100.7,1,11.59,1,52.3,1,5.5,1,7.8,1,12.8,1," black walnut is rated as very durable in terms of decay resistance, though it is susceptible to insect attack.",1,"typically easy to work provided the grain is straight and regular. planer tearout can sometimes be a problem when surfacing pieces with irregular or figured grain. glues, stains, and finishes well, (though walnut is rarely stained). responds well to steam bending.",1," furniture, cabinetry, gunstocks, interior paneling, veneer, turned items, and other small wooden objects and novelties.",1,,,,,,,,,,,30,1,37,1,,
" claro walnut, california black walnut",juglans hindsii (also j. californica),1,california and oregon,1,1,1,1.5,1,640,1,5030,1,0,1,0,1,0,1,4.3,1,6.4,1,10.7,1," claro walnut is rated as very durable in terms of decay resistance, though it is susceptible to insect attack.",1,"typically easy to work provided the grain is straight and regular. planer tearout can sometimes be a problem when surfacing pieces with irregular or figured grain. glues, stains, and finishes well, (though walnut is rarely stained).",1," furniture, cabinetry, gunstocks, musical instruments, veneer, turned items, and other small wooden objects and novelties.",1,,,,,,,,,,,9,1,18,1,,
" english walnut, circassian walnut, european walnut, french walnut, common walnut",juglans regia,1,eastern europe and western asia,1,1.5,1,2,1,640,1,5410,1,111.5,1,10.81,1,50.2,1,5.5,1,7.5,1,13,1," english walnut is rated as moderately durable in terms of decay resistance, though it is susceptible to insect attack.",1,"typically easy to work provided the grain is straight and regular. planer tearout can sometimes be a problem when surfacing pieces with irregular or figured grain. glues, stains, and finishes well, (though walnut is rarely stained).",1," furniture, cabinetry, gunstocks, interior paneling, veneer, turned items, and other small wooden objects and novelties.",1,,,,,,,,,,,24,1,35,1,,
" peruvian walnut, tropical walnut, nogal"," juglans spp. (juglans australis, j. neotropica, j. olanchana, etc.)",1," southern mexico, central and south america",1,0.6,1,1,1,600,1,4250,1,77,1,7.81,1,45.2,1,3.6,1,7.5,1,11.4,1," peruvian walnut is rated as moderately durable in terms of decay resistance, though it is susceptible to insect attack.",1,"typically easy to work provided the grain is straight and regular. planer tearout can sometimes be a problem when surfacing pieces with irregular or figured grain. glues, stains, and finishes well.",1," furniture, cabinetry, veneers, flooring, musical instruments, and interior trim.",1,,,,,,,,,,,9,1,18,1,,
" peruvian walnut, tropical walnut, nogal"," juglans spp. (juglans australis, j. neotropica, j. olanchana, etc.)",1," southern mexico, central and south america",1,0.6,1,1,1,600,1,4250,1,77,1,7.81,1,45.2,1,3.6,1,7.5,1,11.4,1," peruvian walnut is rated as moderately durable in terms of decay resistance, though it is susceptible to insect attack.",1,"typically easy to work provided the grain is straight and regular. planer tearout can sometimes be a problem when surfacing pieces with irregular or figured grain. glues, stains, and finishes well.",1," furniture, cabinetry, veneers, flooring, musical instruments, and interior trim.",1,,,,,,,,,,,9,1,18,1,,
" butternut, white walnut",juglans cinerea,1,eastern united states,1,0.6,1,1,1,435,1,2180,1,55.9,1,8.14,1,35.2,1,3.4,1,6.4,1,10.6,1,decay resistance is rated as moderately durable to non-durable.; also susceptible to insect attack.,1,"butternut is easily worked with both hand and machine tools. however, being so soft, butternut has a tendency to leave some fuzzy surfaces after planing or sanding, and sharp cutters and fine-grit sandpaper is recommended. butternut glues, stains, and finishes well.",1," veneer, carving, furniture, interior trim, boxes, and crates.",1,,,,,,,,,,,20,1,30,1,,
" ipe, brazilian walnut, lapacho",handroanthus spp. (formerly placed in the tabebuia genus),1,tropical americas (central and south america); also farmed commercially,1,0.6,1,1.2,1,1100,1,15620,1,177,1,22.07,1,93.8,1,5.9,1,7.2,1,12.4,1,rated as very durable; excellent insect resistance,1,,1,,1,,,,,,,,,,,30,1,40,1,,
" tzalam,caribbeanwalnut, sabicu, false tamarind",lysiloma spp. (l.bahamense and l.latisiliquum),1,mexico and central america,1,0.6,1,1,1,780,1,6230,1,88.3,1,13.1,1,0,1,2.7,1,7.2,1,9.5,1," reported to be very durable, and also resistant to most insect attacks.",1,"overall working properties are good, though tzalam may blunt tool edges faster than usual. turns, glues, and finishes well. able to take a high natural polish.",1," flooring, exterior furniture, interior trim, veneer, turned objects, and other small,specialtywood items.",1,,,,,,,,,,,15,1,20,1,,
new guinea walnut,dracontomelonmangiferum,1,southeast asia,1,1.5,1,2.1,1,625,1,4040,1,87,1,11.53,1,46.4,1,3.5,1,6.8,1,10.3,1,rated as non-durable to perishable; poor insect resistance.,1,"good results with both hand and machine tools. despite its interlocked grain, tearout is not as problematic as other woods. glues and finishes well.",1," veneer, furniture, cabinetry, and flooring.",1,,,,,,,,,,,30,1,37,1,,
" queensland walnut, orientalwood",endiandra palmerstonii,1,northern queensland (australia),1,1.2,1,1.8,1,685,1,7380,1,100.5,1,11.42,1,68.6,1,4.5,1,8.6,1,13.1,1,generally regarded as being between moderately durable and non-durable regarding decay resistance. queensland walnut is also quite susceptible to insect attack.,1,"queensland walnut can cause troubles in two areas it can be difficult to plane if there is interlocked grain present, and it has a reported silica content of 0.19% to 1.08%, making it highly blunting to cutting edges. other than these issues, the wood glues, stains, and finishes well.",1," cabinetry, flooring, millwork, furniture, and veneers.",1,,,,,,,,,,,37,1,43,1,,
" wamara,guyana rosewood"," swartzia spp. (s. benthamiana, s.leiocalycina)",1," southern mexico, central america, and northern south america",1,0.6,1,1.2,1,1080,1,16260,1,196.5,1,24.38,1,105.3,1,4.7,1,7.6,1,12.3,1," varies depending upon species, but generally very durable. heartwood is usually considered to have a high resistance to decay and termites; though it is susceptible to marine borers.",1,"wamara is typically considered difficult to work on account of its high density. the wood has a moderate to high blunting effect on cutters, and if there is interlocked grain present, tearout can occur during planing. can be troublesome to glue because of its high density and natural oils present.",1,"inlays, fine furniture and cabinetry, parquet flooring, turnings, and other small specialty items.",1,,,,,,,,,,,30,1,40,1,,
black wattle,acacia mearnsii,1,native to australia; introduced to many regions worldwide,1,0.3,1,0.5,1,730,1,7590,1,121.8,1,14.6,1,61.8,1,3.1,1,7,1,10.2,1,rated as non-durable; poor insect resistance.,1,no data available.,1," flooring, and tannins (harvested from bark).",1,,,,,,,,,,,6,1,20,1,,
wenge,millettia laurentii,1,central africa,1,1,1,1.2,1,870,1,8600,1,151.7,1,17.59,1,80.7,1,4.8,1,8.1,1,12.9,1," very durable, and resistant to termite attack.",1,"can be difficult to work with hand and machine tools. blunts tool edges. sands unevenly due to differences in density between light and dark areas. very splintery, care must be used when handling unfinished wood with bare hands, as splinters have an increased risk of infection. very large pores can be difficult to fill if a perfectly smooth/level finish is desired.",1,"veneer, paneling, furniture, turned objects, and musical instruments.",1,,,,,,,,,,,18,1,27,1,,
black willow,salix nigra,1,eastern united states,1,0.6,1,1,1,415,1,1920,1,53.8,1,6.97,1,28.3,1,3.3,1,8.7,1,13.9,1," rated as non-durable to perishable, and alsosusceptibleto insect attack.",1,"with its low density and interlocked grain, willow has very poor machining characteristics, frequently resulting in fuzzy surfaces or tearout. willow also tends to develop numerous drying defects and can be difficult to season. glues and finishes well.responds moderately well to steam bending.",1," baskets, utility wood, crates, furniture, carvings, and other smallspecialtywood items.",1,,,,,,,,,,,20,1,30,1,,
crack willow,salix fragilis,1,native to europe; also naturalized throughout north america,1,0.6,1,1,1,430,1,2830,1,64.9,1,7.95,1,24.4,1,0,1,0,1,0,1,,1,,1,,1,,,,,,,,,,,10,1,18,1,,
white willow,salix alba,1,europe and western and central asia,1,1,1,1.2,1,400,1,2530,1,56.2,1,7.76,1,26.9,1,4.2,1,7.2,1,11.5,1," rated as non-durable to perishable, and alsosusceptibleto insect attack.",1,"with its low density, willow has poor machining characteristics, frequently resulting in fuzzy surfaces. willow also tends to develop numerous drying defects and can be difficult to season. glues and finishes well.",1," baskets, utility wood, crates, furniture, cricket bats, carvings, and other smallspecialtywood items.",1,,,,,,,,,,,20,1,30,1,,
" yellowheart, pau amarello",euxylophora paraensis,1,brazil,1,1,1,1.5,1,825,1,7950,1,115.9,1,16.64,1,69.5,1,5.6,1,6.7,1,12,1," rated as moderately durable in decay resistance, with mixed reports on its resistance to insect attacks.",1,"yellowheart is normally easy to work with hand or machine tools, though it can be more difficult if interlocked or figured grain is present. yellowheart also has a moderate blunting effect on cutters. glues and finishes well.",1," flooring, furniture, boatbuilding, accents, and turned objects.",1,,,,,,,,,,,30,1,40,1,,
" european yew, common yew",taxus baccata,1," europe, southwest asia",1,1,1,1.5,1,675,1,6760,1,0,1,9.1,1,0,1,3,1,5.2,1,8.2,1," european yew ranges from durable to very durable in regard to decay resistance, and is also resistant to most insect attack.",1,"overall, an easy wood to work, though knots and other grain irregularities can pose a challenge. yew glues, finishes, and turns well.",1," bows (archery), veneer, cabinetry, furniture, carvings, musical instruments (lutes), and turned objects.",1,,,,,,,,,,,10,1,20,1,,
" pacific yew, oregon yew",taxus brevifolia,1,pacific northwest north america,1,0.3,1,0.6,1,705,1,7120,1,104.8,1,9.31,1,55.9,1,4,1,5.4,1,9.7,1," pacific yew is very durable in regard to decay resistance, and is also resistant to most insect attack.",1,"overall, an easy wood to work, though knots and other grain irregularities can pose a challenge. yew glues, finishes, and turns well.",1," bows (archery), veneer, cabinetry, furniture, carvings, musical instruments (lutes), and turned objects.",1,,,,,,,,,,,10,1,15,1,,
" chico zapote, zapote,sapodilla",manilkara zapota,1,southern mexico and central america,1,0.6,1,1,1,1040,1,13210,1,184.2,1,20.41,1,85.8,1,6.2,1,9.2,1,16,1,reported to have outstandingdurabilityandinsectresistance. (intact chico zapote beams have been found amidthe ruins of mayan temples.),1,"checking is common with this species, and even turning blanks are sometimes sold dry instead of green. can be difficult to work on account of its density, butgenerallyproduces good results. moderate blunting effect on cutters. turns and finishes well.",1," cabinetry, furniture, archery bows, flooring, turned objects, and other smallspecialtywood items.",1,,,,,,,,,,,20,1,30,1,,
" zebrawood, zebrano",microberlinia brazzavillensis,1,west africa,1,1.2,1,1.5,1,805,1,8.16,1,122.8,1,16.37,1,63.5,1,7.6,1,10.8,1,17.8,1,heartwood is rated as durable and is also resistant to insect damage.,1,"the wood saws well, but can be very difficult to plane or surface due to the prevalence of interlocking grain. tearout is common. zebrawood glues and finishes well, though a transparent pore filler may be necessaryfor the large open pores which occur on both dark and light surfaces.",1," zebrawood is frequently quartersawn and used as veneer. other uses include tool handles, furniture, boatbuilding, and skis.",1,,,,,,,,,,,20,1,40,1,,
ziricote,cordia dodecandra,1,central america and mexico,1,0.6,1,1,1,805,1,8780,1,113.1,1,10.93,1,63.9,1,3.5,1,6.7,1,9.8,1,ziricote is reported to be naturally resistant to decay.,1,"overall, ziricote isfairlyeasy to work considering its high density. the wood tends to develop end and surface checks during drying, which can be problematic though the wood is stable once dry. also, pieces are usually available in narrow boards or turning squares, with sapwood being very common. ziricote turns and finishes well, and in most instances, it can also be glued with no problems. (on rare occasions, the wood's natural oils can interfere with the gluing process.)",1," furniture, veneer, cabinetry, gunstocks, musical instruments (acoustic and electric guitars), turned objects, and other small specialty wood items.",1,,,,,,,,,,,10,1,20,1,,
